PtfmSurge,PtfmSway,PtfmHeave,PtfmPitch,PtfmRoll,PtfmYaw,PtfmSurgeVel,PtfmSwayVel,PtfmHeaveVel,PtfmPitchVel,PtfmRollVel,PtfmYawVel
0,0,0,0,0,0,0,0,0,0,0,0
1.576e-06,-7.028e-09,-0.0004903,4.785e-06,2.487e-08,2.562e-09,0.0003152,-1.406e-06,-0.09807,0.0009571,4.974e-06,5.5e-07
0.0007649,1.4e-08,-0.001246,0.0003277,6.508e-08,1.297e-08,0.1843,7.384e-06,-0.02301,0.07663,1.621e-06,1.985e-06
0.003044,9.383e-08,-0.001557,0.001277,1.539e-07,3.614e-08,0.2588,7.404e-06,-0.0513,0.1081,1.956e-05,2.171e-06
0.006168,1.879e-07,-0.002056,0.002581,3.622e-07,8.695e-08,0.3604,1.103e-05,-0.05385,0.1503,2.273e-05,1.07e-05
0.01032,3.253e-07,-0.00257,0.004311,5.653e-07,2.426e-07,0.4659,1.659e-05,-0.05268,0.1939,1.588e-05,2.057e-05
0.01551,5.164e-07,-0.00309,0.006469,7.088e-07,4.914e-07,0.5715,2.188e-05,-0.05152,0.2375,1.128e-05,2.953e-05
0.02175,7.64e-07,-0.003599,0.009062,7.841e-07,8.436e-07,0.677,2.77e-05,-0.05036,0.2811,3.519e-06,4.09e-05
0.02905,1.072e-06,-0.004097,0.01209,7.7e-07,1.318e-06,0.7825,3.39e-05,-0.0492,0.3246,-6.434e-06,5.425e-05
0.0374,1.443e-06,-0.004583,0.01555,6.487e-07,1.935e-06,0.8879,4.04e-05,-0.04804,0.368,-1.799e-05,6.945e-05
0.04681,1.881e-06,-0.005058,0.01945,4.057e-07,2.713e-06,0.9934,4.71e-05,-0.04689,0.4115,-3.079e-05,8.659e-05
0.05727,2.386e-06,-0.005521,0.02378,2.842e-08,3.673e-06,1.099,5.401e-05,-0.04574,0.4549,-4.48e-05,0.0001057
0.06878,2.962e-06,-0.005973,0.02855,-4.944e-07,4.833e-06,1.204,6.111e-05,-0.04459,0.4983,-5.992e-05,0.0001267
0.08135,3.609e-06,-0.006413,0.03375,-1.174e-06,6.213e-06,1.31,6.841e-05,-0.04344,0.5417,-7.614e-05,0.0001497
0.09498,4.33e-06,-0.006842,0.03938,-2.021e-06,7.832e-06,1.415,7.588e-05,-0.0423,0.585,-9.339e-05,0.0001746
0.1097,5.127e-06,-0.007259,0.04545,-3.045e-06,9.71e-06,1.521,8.352e-05,-0.04116,0.6284,-0.0001116,0.0002014
0.1254,6.001e-06,-0.007665,0.05195,-4.257e-06,1.187e-05,1.626,9.132e-05,-0.04003,0.6717,-0.0001309,0.0002302
0.1422,6.954e-06,-0.008059,0.05888,-5.666e-06,1.432e-05,1.731,9.927e-05,-0.0389,0.7149,-0.0001511,0.0002609
0.16,7.987e-06,-0.008443,0.06625,-7.281e-06,1.709e-05,1.837,0.0001074,-0.03777,0.7582,-0.0001721,0.0002936
0.1789,9.102e-06,-0.008815,0.07405,-9.112e-06,2.02e-05,1.942,0.0001156,-0.03665,0.8014,-0.0001942,0.0003282
0.1989,1.03e-05,-0.009176,0.08228,-1.117e-05,2.366e-05,2.048,0.000124,-0.03553,0.8447,-0.0002171,0.0003647
0.2199,1.158e-05,-0.009525,0.09094,-1.346e-05,2.75e-05,2.153,0.0001326,-0.03442,0.8879,-0.0002409,0.0004032
0.2419,1.295e-05,-0.009864,0.1,-1.599e-05,3.173e-05,2.258,0.0001413,-0.03331,0.931,-0.0002653,0.0004435
0.265,1.441e-05,-0.01019,0.1096,-1.877e-05,3.638e-05,2.364,0.00015,-0.03221,0.9742,-0.0002906,0.0004859
0.2892,1.595e-05,-0.01051,0.1195,-2.18e-05,4.146e-05,2.469,0.000159,-0.03111,1.017,-0.0003166,0.0005301
0.3144,1.759e-05,-0.01081,0.1299,-2.51e-05,4.699e-05,2.574,0.000168,-0.03001,1.06,-0.0003432,0.0005763
0.3407,1.931e-05,-0.01111,0.1407,-2.867e-05,5.299e-05,2.68,0.0001771,-0.02893,1.103,-0.0003705,0.0006243
0.368,2.113e-05,-0.01139,0.152,-3.251e-05,5.948e-05,2.785,0.0001863,-0.02785,1.146,-0.0003984,0.0006743
0.3964,2.304e-05,-0.01167,0.1637,-3.662e-05,6.648e-05,2.89,0.0001947,-0.02677,1.19,-0.0004239,0.0007265
0.4258,2.503e-05,-0.01193,0.1758,-4.099e-05,7.401e-05,2.996,0.0002032,-0.0257,1.233,-0.0004497,0.0007796
0.4563,2.71e-05,-0.01218,0.1883,-4.561e-05,8.209e-05,3.101,0.000211,-0.02464,1.276,-0.0004729,0.0008365
0.4878,2.919e-05,-0.01242,0.2013,-5.026e-05,9.08e-05,3.206,0.0002059,-0.02358,1.319,-0.0004531,0.0009084
0.5204,3.122e-05,-0.01265,0.2147,-5.467e-05,0.0001002,3.312,0.000199,-0.02253,1.362,-0.0004239,0.0009731
0.5541,3.327e-05,-0.01287,0.2285,-5.905e-05,0.0001102,3.417,0.0002121,-0.02148,1.406,-0.0004562,0.001023
0.5888,3.548e-05,-0.01308,0.2428,-6.386e-05,0.0001207,3.522,0.000233,-0.02045,1.449,-0.0005164,0.001071
0.6245,3.789e-05,-0.01328,0.2575,-6.929e-05,0.0001316,3.628,0.000252,-0.01941,1.492,-0.000575,0.001117
0.6613,4.051e-05,-0.01347,0.2726,-7.536e-05,0.000143,3.733,0.0002709,-0.01839,1.534,-0.0006374,0.001161
0.6992,4.332e-05,-0.01365,0.2882,-8.206e-05,0.0001548,3.838,0.00029,-0.01737,1.577,-0.0007029,0.001204
0.7381,4.632e-05,-0.01382,0.3042,-8.945e-05,0.000167,3.943,0.0003098,-0.01636,1.619,-0.0007741,0.00122
0.778,4.952e-05,-0.01398,0.3205,-9.757e-05,0.0001795,4.048,0.000331,-0.01535,1.661,-0.0008507,0.00129
0.819,5.294e-05,-0.01412,0.3374,-0.0001065,0.0001927,4.153,0.0003535,-0.01436,1.703,-0.0009343,0.001349
0.8611,5.657e-05,-0.01426,0.3546,-0.0001162,0.0002067,4.258,0.0003723,-0.01336,1.745,-0.001006,0.001456
0.9042,6.038e-05,-0.01439,0.3723,-0.0001266,0.0002218,4.363,0.0003882,-0.01238,1.787,-0.001069,0.001569
0.9484,6.434e-05,-0.01451,0.3903,-0.0001376,0.000238,4.468,0.0004026,-0.0114,1.829,-0.001127,0.001681
0.9936,6.843e-05,-0.01462,0.4088,-0.0001491,0.0002554,4.573,0.0004162,-0.01043,1.87,-0.001183,0.001785
1.04,7.266e-05,-0.01472,0.4277,-0.0001612,0.0002737,4.678,0.0004289,-0.009469,1.912,-0.001236,0.001887
1.087,7.701e-05,-0.01481,0.4471,-0.0001738,0.0002931,4.783,0.000441,-0.008512,1.954,-0.001287,0.001982
1.135,8.148e-05,-0.01489,0.4668,-0.000187,0.0003134,4.887,0.0004527,-0.007562,1.996,-0.001337,0.002077
1.185,8.606e-05,-0.01496,0.487,-0.0002006,0.0003347,4.992,0.000464,-0.006618,2.037,-0.001386,0.002197
1.235,9.078e-05,-0.01502,0.5076,-0.0002148,0.0003572,5.097,0.0004803,-0.005679,2.079,-0.001451,0.002302
1.287,9.568e-05,-0.01507,0.5286,-0.0002296,0.0003808,5.202,0.0004999,-0.004747,2.12,-0.001528,0.002401
1.339,0.0001008,-0.01512,0.55,-0.0002453,0.0004053,5.307,0.0005182,-0.003823,2.161,-0.001601,0.002497
1.393,0.000106,-0.01515,0.5718,-0.0002616,0.0004307,5.411,0.00053,-0.002907,2.202,-0.001655,0.002597
1.448,0.0001113,-0.01517,0.594,-0.0002783,0.0004573,5.516,0.000536,-0.002,2.244,-0.001687,0.002728
1.503,0.0001167,-0.01519,0.6167,-0.0002952,0.0004854,5.621,0.0005356,-0.0011,2.285,-0.001697,0.002896
1.56,0.0001221,-0.0152,0.6397,-0.0003123,0.0005153,5.725,0.0005339,-0.0002064,2.326,-0.001701,0.00308
1.618,0.0001274,-0.01519,0.6632,-0.0003293,0.000547,5.83,0.0005334,0.0006824,2.367,-0.001706,0.003262
1.677,0.0001327,-0.01518,0.6871,-0.0003464,0.0005804,5.935,0.0005334,0.001566,2.408,-0.001712,0.003425
1.736,0.0001381,-0.01516,0.7114,-0.0003635,0.0006154,6.039,0.0005343,0.002445,2.45,-0.001719,0.003558
1.797,0.0001434,-0.01513,0.7361,-0.0003807,0.0006516,6.144,0.0005358,0.003317,2.491,-0.001727,0.003674
1.859,0.0001488,-0.0151,0.7612,-0.0003981,0.0006889,6.249,0.0005385,0.004182,2.532,-0.001737,0.003785
1.922,0.0001542,-0.01505,0.7867,-0.0004155,0.0007273,6.353,0.0005415,0.005041,2.572,-0.001746,0.003897
1.986,0.0001596,-0.015,0.8126,-0.000433,0.0007669,6.458,0.0005461,0.005893,2.613,-0.001759,0.004018
2.052,0.0001651,-0.01493,0.839,-0.0004507,0.0008076,6.563,0.0005515,0.006738,2.654,-0.001773,0.004132
2.118,0.0001707,-0.01486,0.8657,-0.0004685,0.0008495,6.667,0.0005577,0.007576,2.695,-0.001788,0.004254
2.185,0.0001763,-0.01478,0.8929,-0.0004864,0.0008927,6.772,0.0005645,0.008407,2.735,-0.001804,0.004379
2.253,0.0001819,-0.01469,0.9204,-0.0005045,0.0009371,6.876,0.0005722,0.009231,2.776,-0.00182,0.004505
2.322,0.0001877,-0.0146,0.9484,-0.0005228,0.0009828,6.981,0.0005803,0.01005,2.816,-0.001838,0.004629
2.393,0.0001936,-0.01449,0.9767,-0.0005413,0.00103,7.085,0.0005891,0.01086,2.857,-0.001855,0.004761
2.464,0.0001995,-0.01438,1.006,-0.0005599,0.001078,7.19,0.0005983,0.01166,2.897,-0.001873,0.00489
2.536,0.0002055,-0.01426,1.035,-0.0005787,0.001128,7.294,0.000608,0.01246,2.937,-0.001891,0.005022
2.61,0.0002117,-0.01413,1.064,-0.0005977,0.001178,7.399,0.0006181,0.01325,2.977,-0.001909,0.005155
2.684,0.0002179,-0.01399,1.094,-0.0006169,0.001231,7.503,0.0006284,0.01403,3.018,-0.001926,0.005292
2.76,0.0002242,-0.01385,1.125,-0.0006363,0.001284,7.607,0.000639,0.01481,3.058,-0.001943,0.005429
2.837,0.0002307,-0.0137,1.155,-0.0006558,0.001339,7.712,0.0006496,0.01557,3.098,-0.00196,0.005571
2.914,0.0002372,-0.01354,1.187,-0.0006755,0.001396,7.816,0.0006604,0.01633,3.138,-0.001976,0.005713
2.993,0.0002439,-0.01337,1.218,-0.0006953,0.001454,7.921,0.000671,0.01708,3.178,-0.001991,0.005858
3.073,0.0002506,-0.0132,1.25,-0.0007153,0.001513,8.025,0.0006816,0.01783,3.217,-0.002005,0.006004
3.153,0.0002575,-0.01301,1.282,-0.0007354,0.001574,8.129,0.000692,0.01856,3.257,-0.002018,0.006152
3.235,0.0002645,-0.01283,1.315,-0.0007557,0.001636,8.234,0.0007023,0.01929,3.297,-0.002031,0.006303
3.318,0.0002715,-0.01263,1.348,-0.000776,0.0017,8.338,0.0007124,0.02001,3.337,-0.002042,0.006455
3.402,0.0002787,-0.01242,1.382,-0.0007965,0.001765,8.442,0.0007223,0.02072,3.377,-0.002052,0.006609
3.487,0.000286,-0.01221,1.416,-0.0008171,0.001832,8.547,0.000732,0.02142,3.417,-0.002062,0.006765
3.573,0.0002934,-0.012,1.45,-0.0008377,0.0019,8.651,0.0007421,0.02211,3.456,-0.002072,0.006927
3.66,0.0003008,-0.01177,1.485,-0.0008585,0.00197,8.755,0.0007517,0.02279,3.496,-0.002081,0.007089
3.748,0.0003084,-0.01154,1.52,-0.0008793,0.002042,8.86,0.0007611,0.02347,3.536,-0.002089,0.007253
3.837,0.0003161,-0.0113,1.556,-0.0009003,0.002115,8.964,0.0007716,0.02413,3.575,-0.002101,0.007415
3.927,0.0003238,-0.01106,1.592,-0.0009213,0.00219,9.068,0.0007793,0.02478,3.615,-0.002104,0.007583
4.019,0.0003317,-0.01081,1.628,-0.0009424,0.002267,9.173,0.0007883,0.02543,3.655,-0.002111,0.007753
4.111,0.0003396,-0.01055,1.665,-0.0009635,0.002345,9.277,0.0007968,0.02606,3.695,-0.002116,0.007924
4.204,0.0003476,-0.01029,1.702,-0.0009847,0.002426,9.381,0.0008051,0.02669,3.734,-0.002121,0.008097
4.298,0.0003557,-0.01002,1.74,-0.001006,0.002507,9.486,0.0008132,0.0273,3.774,-0.002125,0.008273
4.394,0.0003639,-0.00974,1.777,-0.001027,0.002591,9.59,0.0008213,0.0279,3.814,-0.00213,0.008451
4.49,0.0003721,-0.009458,1.816,-0.001049,0.002676,9.694,0.0008291,0.0285,3.853,-0.002133,0.008631
4.588,0.0003804,-0.00917,1.855,-0.00107,0.002764,9.799,0.0008369,0.02908,3.893,-0.002136,0.008813
4.686,0.0003888,-0.008876,1.894,-0.001091,0.002853,9.903,0.0008446,0.02965,3.932,-0.00214,0.008998
4.786,0.0003973,-0.008577,1.933,-0.001113,0.002944,10.01,0.0008522,0.03021,3.972,-0.002143,0.009185
4.886,0.0004059,-0.008272,1.973,-0.001134,0.003036,10.11,0.0008597,0.03076,4.011,-0.002145,0.009374
4.988,0.0004145,-0.007962,2.013,-0.001156,0.003131,10.22,0.0008672,0.0313,4.051,-0.002148,0.009566
5.091,0.0004232,-0.007646,2.054,-0.001177,0.003228,10.32,0.0008746,0.03183,4.09,-0.002151,0.00976
5.194,0.000432,-0.007325,2.095,-0.001199,0.003326,10.42,0.000882,0.03235,4.13,-0.002153,0.009956
5.299,0.0004409,-0.006999,2.137,-0.00122,0.003427,10.53,0.0008894,0.03285,4.169,-0.002156,0.01015
5.405,0.0004498,-0.006668,2.179,-0.001242,0.003529,10.63,0.0008969,0.03335,4.209,-0.002159,0.01036
5.512,0.0004588,-0.006332,2.221,-0.001263,0.003634,10.74,0.0009044,0.03383,4.248,-0.002162,0.01056
5.62,0.0004679,-0.005992,2.264,-0.001285,0.003741,10.84,0.000912,0.0343,4.288,-0.002166,0.01076
5.729,0.000477,-0.005646,2.307,-0.001307,0.003849,10.95,0.0009196,0.03476,4.327,-0.00217,0.01097
5.839,0.0004863,-0.005296,2.35,-0.001328,0.00396,11.05,0.0009273,0.03521,4.366,-0.002174,0.01118
5.95,0.0004956,-0.004942,2.394,-0.00135,0.004073,11.16,0.0009352,0.03565,4.406,-0.002179,0.01139
6.062,0.000505,-0.004583,2.438,-0.001372,0.004188,11.26,0.0009432,0.03608,4.445,-0.002184,0.0116
6.175,0.0005145,-0.00422,2.483,-0.001394,0.004305,11.36,0.0009512,0.03649,4.484,-0.00219,0.01182
6.289,0.000524,-0.003853,2.528,-0.001416,0.004424,11.47,0.0009595,0.0369,4.523,-0.002196,0.01204
6.404,0.0005336,-0.003482,2.573,-0.001438,0.004546,11.57,0.0009679,0.03729,4.562,-0.002203,0.01226
6.52,0.0005434,-0.003108,2.619,-0.00146,0.004669,11.68,0.0009765,0.03767,4.601,-0.00221,0.01248
6.638,0.0005532,-0.002729,2.665,-0.001482,0.004795,11.78,0.0009869,0.03804,4.641,-0.002225,0.01271
6.756,0.0005631,-0.002347,2.712,-0.001504,0.004924,11.89,0.0009963,0.0384,4.68,-0.002236,0.01294
6.875,0.0005731,-0.001961,2.759,-0.001527,0.005054,11.99,0.001006,0.03875,4.719,-0.00225,0.01317
6.996,0.0005833,-0.001572,2.806,-0.001549,0.005187,12.09,0.001024,0.03908,4.758,-0.002289,0.0134
7.117,0.0005936,-0.00118,2.854,-0.001572,0.005322,12.2,0.001037,0.03941,4.797,-0.002313,0.01363
7.24,0.000604,-0.0007839,2.902,-0.001596,0.00546,12.3,0.001052,0.03972,4.836,-0.002343,0.01386
7.363,0.0006146,-0.0003851,2.951,-0.001619,0.005599,12.41,0.001067,0.04002,4.875,-0.002375,0.0141
7.488,0.0006253,1.655e-05,3,-0.001643,0.005742,12.51,0.001082,0.04031,4.914,-0.002408,0.01434
7.614,0.0006362,0.0004211,3.049,-0.001667,0.005886,12.62,0.001098,0.04059,4.952,-0.002442,0.01458
7.74,0.0006473,0.0008284,3.099,-0.001692,0.006033,12.72,0.001115,0.04086,4.991,-0.002478,0.01483
7.868,0.0006585,0.001238,3.149,-0.001717,0.006183,12.82,0.001131,0.04112,5.03,-0.002515,0.01507
7.997,0.0006699,0.001651,3.199,-0.001742,0.006335,12.93,0.001148,0.04136,5.069,-0.002553,0.01532
8.127,0.0006815,0.002066,3.25,-0.001768,0.006489,13.03,0.001159,0.0416,5.107,-0.002573,0.01557
8.257,0.0006931,0.002483,3.302,-0.001794,0.006646,13.14,0.001174,0.04182,5.146,-0.002608,0.01582
8.389,0.000705,0.002902,3.353,-0.00182,0.006805,13.24,0.001189,0.04203,5.185,-0.00264,0.01607
8.522,0.0007169,0.003323,3.405,-0.001847,0.006968,13.34,0.001203,0.04223,5.223,-0.002673,0.01633
8.656,0.000729,0.003747,3.458,-0.001874,0.007132,13.45,0.001218,0.04242,5.262,-0.002708,0.01659
8.791,0.0007413,0.004172,3.51,-0.001901,0.007299,13.55,0.001234,0.0426,5.3,-0.002743,0.01685
8.927,0.0007537,0.004599,3.564,-0.001928,0.007469,13.66,0.00125,0.04277,5.339,-0.00278,0.01711
9.064,0.0007663,0.005027,3.617,-0.001956,0.007642,13.76,0.001266,0.04293,5.377,-0.002818,0.01738
9.202,0.000779,0.005457,3.671,-0.001985,0.007817,13.87,0.001282,0.04308,5.415,-0.002857,0.01764
9.342,0.0007919,0.005889,3.726,-0.002014,0.007994,13.97,0.001299,0.04321,5.454,-0.002897,0.01791
9.482,0.000805,0.006321,3.78,-0.002043,0.008175,14.07,0.001316,0.04334,5.492,-0.002939,0.01818
9.623,0.0008182,0.006755,3.835,-0.002072,0.008358,14.18,0.001333,0.04345,5.53,-0.002981,0.01846
9.765,0.0008317,0.00719,3.891,-0.002102,0.008544,14.28,0.001351,0.04355,5.568,-0.003024,0.01873
9.909,0.0008453,0.007626,3.947,-0.002133,0.008733,14.39,0.001369,0.04364,5.606,-0.003069,0.01901
10.05,0.000859,0.008063,4.003,-0.002164,0.008924,14.49,0.001387,0.04372,5.645,-0.003115,0.01929
10.2,0.000873,0.008501,4.06,-0.002195,0.009119,14.59,0.001406,0.04379,5.683,-0.003161,0.01958
10.35,0.0008871,0.008939,4.117,-0.002227,0.009316,14.7,0.001425,0.04385,5.72,-0.003209,0.01986
10.49,0.0009015,0.009378,4.174,-0.002259,0.009516,14.8,0.001444,0.0439,5.758,-0.003258,0.02015
10.64,0.000916,0.009817,4.232,-0.002292,0.009719,14.91,0.001463,0.04393,5.796,-0.003308,0.02044
10.79,0.0009308,0.01026,4.29,-0.002325,0.009925,15.01,0.001483,0.04396,5.834,-0.003359,0.02073
10.94,0.0009457,0.0107,4.349,-0.002359,0.01013,15.12,0.00151,0.04397,5.872,-0.003434,0.02102
11.09,0.0009609,0.01114,4.407,-0.002394,0.01035,15.22,0.001532,0.04397,5.91,-0.003493,0.02132
11.25,0.0009764,0.01158,4.467,-0.002429,0.01056,15.32,0.001556,0.04396,5.947,-0.00356,0.02162
11.4,0.0009921,0.01201,4.526,-0.002465,0.01078,15.43,0.001581,0.04394,5.985,-0.003628,0.02192
11.55,0.001008,0.01245,4.586,-0.002502,0.011,15.53,0.001606,0.0439,6.022,-0.003697,0.02222
11.71,0.001024,0.01289,4.647,-0.002539,0.01122,15.64,0.001631,0.04385,6.06,-0.003767,0.02253
11.87,0.001041,0.01333,4.708,-0.002577,0.01145,15.74,0.001657,0.0438,6.097,-0.003838,0.02283
12.02,0.001057,0.01377,4.769,-0.002616,0.01168,15.84,0.001683,0.04372,6.135,-0.003911,0.02314
12.18,0.001074,0.01421,4.83,-0.002655,0.01191,15.95,0.001709,0.04364,6.172,-0.003985,0.02345
12.34,0.001091,0.01464,4.892,-0.002696,0.01215,16.05,0.001736,0.04354,6.209,-0.00406,0.02377
12.5,0.001109,0.01508,4.955,-0.002737,0.01239,16.16,0.001764,0.04344,6.247,-0.004136,0.02408
12.67,0.001127,0.01551,5.017,-0.002778,0.01263,16.26,0.001791,0.04332,6.284,-0.004213,0.0244
12.83,0.001145,0.01594,5.08,-0.002821,0.01287,16.36,0.001819,0.04318,6.321,-0.004292,0.02472
12.99,0.001163,0.01637,5.144,-0.002864,0.01312,16.47,0.001848,0.04303,6.358,-0.004371,0.02504
13.16,0.001182,0.0168,5.207,-0.002908,0.01338,16.57,0.001876,0.04288,6.395,-0.004451,0.02536
13.33,0.001201,0.01723,5.271,-0.002953,0.01363,16.68,0.001905,0.0427,6.432,-0.004532,0.02569
13.49,0.00122,0.01766,5.336,-0.002999,0.01389,16.78,0.001935,0.04252,6.469,-0.004615,0.02602
13.66,0.001239,0.01808,5.401,-0.003046,0.01415,16.88,0.001964,0.04232,6.506,-0.004697,0.02635
13.83,0.001259,0.0185,5.466,-0.003093,0.01442,16.99,0.001994,0.0421,6.542,-0.004781,0.02668
14,0.001279,0.01892,5.532,-0.003141,0.01468,17.09,0.002025,0.04188,6.579,-0.004865,0.02701
14.17,0.0013,0.01934,5.598,-0.00319,0.01496,17.2,0.002055,0.04164,6.616,-0.00495,0.02735
14.35,0.00132,0.01976,5.664,-0.00324,0.01523,17.3,0.002084,0.04139,6.652,-0.00503,0.02769
14.52,0.001341,0.02017,5.731,-0.003291,0.01551,17.4,0.002114,0.04112,6.689,-0.005114,0.02803
14.69,0.001363,0.02058,5.798,-0.003342,0.01579,17.51,0.002144,0.04084,6.725,-0.005197,0.02838
14.87,0.001384,0.02099,5.865,-0.003395,0.01608,17.61,0.002174,0.04055,6.762,-0.00528,0.02872
15.05,0.001406,0.02139,5.933,-0.003448,0.01637,17.72,0.002204,0.04024,6.798,-0.005364,0.02907
15.22,0.001428,0.02179,6.001,-0.003502,0.01666,17.82,0.002235,0.03992,6.834,-0.005447,0.02942
15.4,0.001451,0.02219,6.07,-0.003557,0.01696,17.92,0.002269,0.03958,6.87,-0.005546,0.02977
15.58,0.001474,0.02258,6.139,-0.003613,0.01725,18.03,0.002302,0.03924,6.906,-0.005635,0.03012
15.76,0.001497,0.02297,6.208,-0.00367,0.01756,18.13,0.002335,0.03887,6.942,-0.005728,0.03048
15.94,0.00152,0.02336,6.277,-0.003728,0.01786,18.23,0.002369,0.0385,6.978,-0.005822,0.03084
16.13,0.001544,0.02374,6.347,-0.003786,0.01817,18.34,0.002403,0.03811,7.014,-0.005917,0.0312
16.31,0.001568,0.02412,6.418,-0.003846,0.01849,18.44,0.002438,0.03771,7.05,-0.006012,0.03156
16.5,0.001593,0.0245,6.488,-0.003906,0.01881,18.55,0.002473,0.03729,7.086,-0.006108,0.03192
16.68,0.001618,0.02487,6.559,-0.003968,0.01913,18.65,0.002508,0.03687,7.121,-0.006204,0.03229
16.87,0.001643,0.02523,6.631,-0.004031,0.01945,18.75,0.002544,0.03642,7.157,-0.006301,0.03266
17.06,0.001669,0.0256,6.703,-0.004094,0.01978,18.86,0.002579,0.03597,7.193,-0.006398,0.03303
17.25,0.001695,0.02595,6.775,-0.004159,0.02011,18.96,0.002615,0.0355,7.228,-0.006496,0.0334
17.44,0.001721,0.02631,6.847,-0.004224,0.02045,19.06,0.002652,0.03502,7.264,-0.006593,0.03378
17.63,0.001748,0.02665,6.92,-0.00429,0.02079,19.17,0.002688,0.03453,7.299,-0.006691,0.03415
17.82,0.001775,0.027,6.993,-0.004358,0.02113,19.27,0.002725,0.03402,7.334,-0.006789,0.03453
18.01,0.001802,0.02733,7.067,-0.004426,0.02148,19.38,0.002762,0.0335,7.369,-0.006887,0.03491
18.21,0.00183,0.02767,7.14,-0.004496,0.02183,19.48,0.002797,0.03297,7.404,-0.00698,0.03529
18.4,0.001858,0.02799,7.215,-0.004566,0.02218,19.58,0.002834,0.03242,7.439,-0.007076,0.03568
18.6,0.001887,0.02831,7.289,-0.004637,0.02254,19.69,0.00287,0.03187,7.474,-0.007171,0.03606
18.8,0.001916,0.02863,7.364,-0.004709,0.02291,19.79,0.002906,0.0313,7.509,-0.007266,0.03645
18.99,0.001945,0.02894,7.439,-0.004782,0.02327,19.89,0.002943,0.03072,7.544,-0.00736,0.03684
19.19,0.001975,0.02924,7.515,-0.004856,0.02364,20,0.002979,0.03013,7.579,-0.007453,0.03723
19.39,0.002004,0.02954,7.591,-0.004931,0.02402,20.1,0.003016,0.02952,7.613,-0.007546,0.03763
19.6,0.002035,0.02984,7.667,-0.005007,0.0244,20.2,0.003053,0.0289,7.648,-0.007639,0.03802
19.8,0.002066,0.03012,7.744,-0.005084,0.02478,20.31,0.003089,0.02827,7.682,-0.00773,0.03842
20,0.002097,0.0304,7.821,-0.005162,0.02516,20.41,0.003126,0.02763,7.717,-0.007821,0.03882
20.21,0.002128,0.03067,7.898,-0.005241,0.02555,20.52,0.003162,0.02698,7.751,-0.00791,0.03922
20.41,0.00216,0.03094,7.976,-0.00532,0.02595,20.62,0.003204,0.02631,7.785,-0.008017,0.03962
20.62,0.002192,0.0312,8.054,-0.005401,0.02635,20.72,0.003242,0.02564,7.82,-0.008111,0.04003
20.83,0.002225,0.03145,8.132,-0.005482,0.02675,20.83,0.003282,0.02495,7.854,-0.008209,0.04043
21.04,0.002258,0.0317,8.211,-0.005565,0.02715,20.93,0.003321,0.02425,7.888,-0.008306,0.04084
21.25,0.002291,0.03194,8.29,-0.005649,0.02757,21.03,0.003361,0.02354,7.922,-0.008402,0.04125
21.46,0.002325,0.03217,8.37,-0.005733,0.02798,21.14,0.003401,0.02282,7.956,-0.008498,0.04167
21.67,0.002359,0.03239,8.449,-0.005819,0.0284,21.24,0.003441,0.02208,7.989,-0.008592,0.04208
21.88,0.002394,0.03261,8.529,-0.005905,0.02882,21.34,0.003481,0.02134,8.023,-0.008687,0.0425
22.09,0.002429,0.03282,8.61,-0.005992,0.02925,21.45,0.003521,0.02058,8.057,-0.008783,0.04292
22.31,0.002464,0.03302,8.69,-0.006081,0.02968,21.55,0.003561,0.01981,8.09,-0.008877,0.04335
22.53,0.0025,0.03322,8.772,-0.00617,0.03012,21.65,0.003602,0.01903,8.124,-0.00897,0.04377
22.74,0.002536,0.0334,8.853,-0.00626,0.03056,21.76,0.003642,0.01824,8.157,-0.009063,0.0442
22.96,0.002573,0.03358,8.935,-0.006351,0.031,21.86,0.003683,0.01743,8.19,-0.009155,0.04463
23.18,0.00261,0.03375,9.017,-0.006443,0.03145,21.96,0.003723,0.01662,8.223,-0.009246,0.04507
23.4,0.002647,0.03391,9.099,-0.006536,0.0319,22.07,0.003764,0.01579,8.256,-0.009336,0.0455
23.62,0.002685,0.03407,9.182,-0.00663,0.03236,22.17,0.003805,0.01495,8.289,-0.009425,0.04594
23.84,0.002723,0.03421,9.265,-0.006724,0.03282,22.27,0.003846,0.0141,8.322,-0.009514,0.04638
24.07,0.002762,0.03435,9.348,-0.00682,0.03329,22.38,0.003887,0.01324,8.355,-0.009601,0.04682
24.29,0.002801,0.03448,9.432,-0.006916,0.03376,22.48,0.003928,0.01237,8.388,-0.009687,0.04726
24.52,0.002841,0.0346,9.516,-0.007014,0.03423,22.58,0.003969,0.01148,8.421,-0.009773,0.0477
24.74,0.002881,0.03471,9.6,-0.007112,0.03471,22.69,0.00401,0.01058,8.453,-0.009858,0.04815
24.97,0.002921,0.03481,9.685,-0.007211,0.03519,22.79,0.004052,0.009676,8.486,-0.009942,0.0486
25.2,0.002962,0.0349,9.77,-0.007311,0.03568,22.89,0.004093,0.008756,8.518,-0.01002,0.04905
25.43,0.003003,0.03498,9.855,-0.007411,0.03617,22.99,0.004135,0.007823,8.55,-0.01011,0.0495
25.66,0.003044,0.03506,9.941,-0.007513,0.03667,23.1,0.004176,0.006878,8.582,-0.01019,0.04995
25.89,0.003086,0.03512,10.03,-0.007615,0.03717,23.2,0.004218,0.005923,8.615,-0.01027,0.05041
