PtfmSurge,PtfmSway,PtfmHeave,PtfmPitch,PtfmRoll,PtfmYaw,PtfmSurgeVel,PtfmSwayVel,PtfmHeaveVel,PtfmPitchVel,PtfmRollVel,PtfmYawVel
4439,-10,50.41,-137.1,15.85,9.31,290.9,-0.9826,-1.528,-7.395,1.414,-0.2055
4442,-10.01,50.4,-137.2,15.86,9.308,291,-0.9819,-1.534,-7.388,1.415,-0.2068
4445,-10.02,50.38,-137.3,15.87,9.306,291.1,-0.9811,-1.54,-7.382,1.416,-0.2082
4448,-10.03,50.37,-137.4,15.89,9.304,291.2,-0.9803,-1.546,-7.375,1.418,-0.2097
4450,-10.04,50.35,-137.4,15.9,9.302,291.3,-0.9795,-1.553,-7.369,1.419,-0.2114
4453,-10.05,50.34,-137.5,15.92,9.3,291.4,-0.9786,-1.559,-7.363,1.421,-0.2131
4456,-10.06,50.32,-137.6,15.93,9.298,291.5,-0.9778,-1.565,-7.357,1.422,-0.215
4459,-10.07,50.3,-137.7,15.94,9.296,291.6,-0.977,-1.571,-7.351,1.424,-0.217
4462,-10.08,50.29,-137.7,15.96,9.293,291.7,-0.9761,-1.578,-7.345,1.426,-0.219
4465,-10.09,50.27,-137.8,15.97,9.291,291.8,-0.9752,-1.584,-7.34,1.428,-0.2212
4468,-10.1,50.26,-137.9,15.99,9.289,291.9,-0.9743,-1.591,-7.334,1.431,-0.2234
4471,-10.11,50.24,-138,16,9.287,292,-0.9735,-1.597,-7.329,1.433,-0.2258
4474,-10.12,50.23,-138,16.02,9.285,292.1,-0.9726,-1.604,-7.323,1.436,-0.2282
4477,-10.13,50.21,-138.1,16.03,9.282,292.2,-0.9716,-1.61,-7.318,1.438,-0.2308
4480,-10.14,50.19,-138.2,16.04,9.28,292.3,-0.9707,-1.617,-7.313,1.441,-0.2334
4483,-10.15,50.18,-138.2,16.06,9.278,292.4,-0.9698,-1.623,-7.307,1.444,-0.2361
4486,-10.16,50.16,-138.3,16.07,9.275,292.5,-0.9689,-1.63,-7.302,1.447,-0.2389
4488,-10.17,50.14,-138.4,16.09,9.273,292.6,-0.9679,-1.637,-7.297,1.451,-0.2417
4491,-10.18,50.13,-138.5,16.1,9.27,292.7,-0.967,-1.643,-7.292,1.454,-0.2447
4494,-10.19,50.11,-138.5,16.12,9.268,292.8,-0.9661,-1.65,-7.287,1.458,-0.2477
4497,-10.2,50.09,-138.6,16.13,9.265,292.9,-0.9651,-1.657,-7.282,1.462,-0.2508
4500,-10.21,50.08,-138.7,16.15,9.263,293,-0.9642,-1.663,-7.277,1.465,-0.2539
4503,-10.22,50.06,-138.8,16.16,9.26,293,-0.9632,-1.67,-7.272,1.47,-0.2572
4506,-10.23,50.04,-138.8,16.18,9.258,293.1,-0.9622,-1.677,-7.267,1.474,-0.2604
4509,-10.23,50.03,-138.9,16.19,9.255,293.2,-0.9613,-1.684,-7.262,1.478,-0.2638
4512,-10.24,50.01,-139,16.21,9.252,293.3,-0.9603,-1.691,-7.257,1.483,-0.2672
4515,-10.25,49.99,-139,16.22,9.25,293.4,-0.9594,-1.697,-7.252,1.487,-0.2706
4518,-10.26,49.98,-139.1,16.24,9.247,293.5,-0.9584,-1.704,-7.247,1.492,-0.2741
4521,-10.27,49.96,-139.2,16.25,9.244,293.6,-0.9575,-1.711,-7.242,1.497,-0.2776
4524,-10.28,49.94,-139.3,16.27,9.242,293.7,-0.9565,-1.718,-7.237,1.502,-0.2812
4527,-10.29,49.93,-139.3,16.28,9.239,293.8,-0.9556,-1.725,-7.232,1.507,-0.2848
4530,-10.3,49.91,-139.4,16.3,9.236,293.9,-0.9547,-1.732,-7.227,1.513,-0.2885
4532,-10.31,49.89,-139.5,16.31,9.233,294,-0.9537,-1.739,-7.222,1.518,-0.2921
4535,-10.32,49.87,-139.6,16.33,9.23,294.1,-0.9528,-1.746,-7.217,1.524,-0.2959
4538,-10.33,49.86,-139.6,16.34,9.227,294.2,-0.9519,-1.753,-7.212,1.53,-0.2996
4541,-10.34,49.84,-139.7,16.36,9.224,294.3,-0.951,-1.76,-7.207,1.535,-0.3033
4544,-10.35,49.82,-139.8,16.37,9.221,294.4,-0.9501,-1.767,-7.201,1.541,-0.3071
4547,-10.36,49.8,-139.8,16.39,9.218,294.5,-0.9492,-1.774,-7.196,1.548,-0.3108
4550,-10.37,49.79,-139.9,16.4,9.215,294.6,-0.9483,-1.781,-7.19,1.554,-0.3146
4553,-10.38,49.77,-140,16.42,9.212,294.7,-0.9474,-1.788,-7.185,1.56,-0.3184
4556,-10.39,49.75,-140.1,16.43,9.208,294.8,-0.9466,-1.795,-7.179,1.566,-0.3221
4559,-10.4,49.73,-140.1,16.45,9.205,294.9,-0.9457,-1.802,-7.174,1.573,-0.3259
4562,-10.41,49.71,-140.2,16.47,9.202,295,-0.9449,-1.809,-7.168,1.58,-0.3296
4565,-10.42,49.7,-140.3,16.48,9.199,295.1,-0.9441,-1.816,-7.162,1.586,-0.3332
4568,-10.43,49.68,-140.3,16.5,9.195,295.1,-0.9433,-1.823,-7.156,1.593,-0.3368
4571,-10.43,49.66,-140.4,16.51,9.192,295.2,-0.9426,-1.83,-7.15,1.6,-0.3404
4574,-10.44,49.64,-140.5,16.53,9.188,295.3,-0.9419,-1.836,-7.144,1.607,-0.3439
4577,-10.45,49.62,-140.6,16.55,9.185,295.4,-0.9411,-1.843,-7.137,1.614,-0.3473
4580,-10.46,49.6,-140.6,16.56,9.181,295.5,-0.9405,-1.85,-7.131,1.621,-0.3507
4583,-10.47,49.59,-140.7,16.58,9.178,295.6,-0.9398,-1.857,-7.124,1.628,-0.3541
4586,-10.48,49.57,-140.8,16.59,9.174,295.7,-0.9392,-1.864,-7.117,1.635,-0.3573
4588,-10.49,49.55,-140.8,16.61,9.171,295.8,-0.9386,-1.871,-7.11,1.642,-0.3605
4591,-10.5,49.53,-140.9,16.63,9.167,295.9,-0.938,-1.878,-7.103,1.65,-0.3636
4594,-10.51,49.51,-141,16.64,9.163,296,-0.9374,-1.885,-7.096,1.657,-0.3666
4597,-10.52,49.49,-141.1,16.66,9.16,296.1,-0.9369,-1.892,-7.088,1.664,-0.3695
4600,-10.53,49.47,-141.1,16.68,9.156,296.2,-0.9364,-1.899,-7.081,1.672,-0.3724
4603,-10.54,49.45,-141.2,16.69,9.152,296.3,-0.9359,-1.906,-7.073,1.679,-0.3752
4606,-10.55,49.43,-141.3,16.71,9.149,296.4,-0.9355,-1.912,-7.065,1.687,-0.3778
4609,-10.56,49.42,-141.3,16.73,9.145,296.5,-0.9351,-1.919,-7.057,1.694,-0.3804
4612,-10.57,49.4,-141.4,16.74,9.141,296.6,-0.9347,-1.926,-7.049,1.702,-0.3829
4615,-10.58,49.38,-141.5,16.76,9.137,296.7,-0.9343,-1.933,-7.041,1.709,-0.3852
4618,-10.58,49.36,-141.6,16.78,9.133,296.8,-0.934,-1.94,-7.033,1.716,-0.3875
4621,-10.59,49.34,-141.6,16.8,9.129,296.9,-0.9337,-1.947,-7.024,1.724,-0.3897
4624,-10.6,49.32,-141.7,16.81,9.125,297,-0.9334,-1.953,-7.015,1.731,-0.3918
4627,-10.61,49.3,-141.8,16.83,9.122,297.1,-0.9331,-1.96,-7.007,1.739,-0.3938
4630,-10.62,49.28,-141.8,16.85,9.118,297.1,-0.9329,-1.967,-6.998,1.746,-0.3956
4633,-10.63,49.26,-141.9,16.86,9.114,297.2,-0.9327,-1.974,-6.989,1.753,-0.3974
4636,-10.64,49.24,-142,16.88,9.11,297.3,-0.9325,-1.981,-6.979,1.761,-0.3991
4639,-10.65,49.22,-142,16.9,9.106,297.4,-0.9323,-1.987,-6.97,1.768,-0.4007
4642,-10.66,49.2,-142.1,16.92,9.102,297.5,-0.9321,-1.994,-6.96,1.775,-0.4022
4645,-10.67,49.18,-142.2,16.94,9.098,297.6,-0.932,-2.001,-6.951,1.782,-0.4037
4648,-10.68,49.16,-142.3,16.95,9.094,297.7,-0.9318,-2.007,-6.941,1.789,-0.405
4651,-10.69,49.14,-142.3,16.97,9.089,297.8,-0.9317,-2.014,-6.931,1.796,-0.4063
4654,-10.7,49.12,-142.4,16.99,9.085,297.9,-0.9316,-2.021,-6.921,1.803,-0.4075
4657,-10.71,49.1,-142.5,17.01,9.081,298,-0.9315,-2.027,-6.91,1.809,-0.4086
4660,-10.72,49.08,-142.5,17.03,9.077,298.1,-0.9314,-2.034,-6.9,1.816,-0.4096
4663,-10.72,49.06,-142.6,17.04,9.073,298.2,-0.9313,-2.041,-6.889,1.822,-0.4105
4666,-10.73,49.04,-142.7,17.06,9.069,298.3,-0.9312,-2.047,-6.879,1.829,-0.4114
4669,-10.74,49.02,-142.7,17.08,9.065,298.4,-0.9312,-2.054,-6.868,1.835,-0.4121
4672,-10.75,49,-142.8,17.1,9.061,298.5,-0.9311,-2.06,-6.857,1.841,-0.4128
4675,-10.76,48.98,-142.9,17.12,9.057,298.6,-0.9311,-2.067,-6.846,1.847,-0.4135
4678,-10.77,48.96,-142.9,17.14,9.053,298.7,-0.931,-2.073,-6.835,1.853,-0.414
4681,-10.78,48.94,-143,17.15,9.048,298.8,-0.931,-2.08,-6.823,1.859,-0.4145
4684,-10.79,48.91,-143.1,17.17,9.044,298.9,-0.9309,-2.086,-6.812,1.865,-0.4148
4687,-10.8,48.89,-143.1,17.19,9.04,299,-0.9309,-2.093,-6.8,1.87,-0.4152
4690,-10.81,48.87,-143.2,17.21,9.036,299.1,-0.9309,-2.099,-6.789,1.876,-0.4154
4693,-10.82,48.85,-143.3,17.23,9.032,299.2,-0.9308,-2.106,-6.777,1.881,-0.4156
4696,-10.83,48.83,-143.3,17.25,9.028,299.2,-0.9308,-2.112,-6.765,1.886,-0.4157
4699,-10.84,48.81,-143.4,17.27,9.023,299.3,-0.9308,-2.119,-6.753,1.891,-0.4157
4702,-10.85,48.79,-143.5,17.29,9.019,299.4,-0.9308,-2.125,-6.742,1.896,-0.4157
4705,-10.85,48.77,-143.6,17.3,9.015,299.5,-0.9307,-2.132,-6.73,1.9,-0.4156
4708,-10.86,48.75,-143.6,17.32,9.011,299.6,-0.9307,-2.138,-6.718,1.905,-0.4155
4711,-10.87,48.72,-143.7,17.34,9.007,299.7,-0.9306,-2.144,-6.705,1.909,-0.4153
4714,-10.88,48.7,-143.8,17.36,9.003,299.8,-0.9306,-2.151,-6.693,1.913,-0.4151
4717,-10.89,48.68,-143.8,17.38,8.999,299.9,-0.9305,-2.157,-6.681,1.917,-0.4148
4720,-10.9,48.66,-143.9,17.4,8.994,300,-0.9305,-2.164,-6.669,1.921,-0.4144
4723,-10.91,48.64,-144,17.42,8.99,300.1,-0.9304,-2.17,-6.656,1.924,-0.4141
4726,-10.92,48.62,-144,17.44,8.986,300.2,-0.9303,-2.176,-6.644,1.928,-0.4136
4729,-10.93,48.59,-144.1,17.46,8.982,300.3,-0.9302,-2.183,-6.632,1.931,-0.4132
4732,-10.94,48.57,-144.2,17.48,8.978,300.4,-0.9301,-2.189,-6.619,1.934,-0.4126
4735,-10.95,48.55,-144.2,17.5,8.974,300.5,-0.93,-2.195,-6.607,1.937,-0.4121
4738,-10.96,48.53,-144.3,17.52,8.97,300.6,-0.9299,-2.202,-6.594,1.94,-0.4114
4741,-10.97,48.51,-144.3,17.54,8.966,300.7,-0.9298,-2.208,-6.582,1.943,-0.4107
4744,-10.98,48.48,-144.4,17.55,8.961,300.8,-0.9297,-2.214,-6.569,1.945,-0.41
4747,-10.99,48.46,-144.5,17.57,8.957,300.9,-0.9296,-2.221,-6.557,1.947,-0.4091
4750,-10.99,48.44,-144.5,17.59,8.953,301,-0.9295,-2.227,-6.544,1.95,-0.4082
4753,-11,48.42,-144.6,17.61,8.949,301.1,-0.9294,-2.233,-6.532,1.952,-0.4072
4756,-11.01,48.4,-144.7,17.63,8.945,301.2,-0.9293,-2.239,-6.519,1.953,-0.4061
4759,-11.02,48.37,-144.7,17.65,8.941,301.3,-0.9292,-2.246,-6.507,1.955,-0.4048
4762,-11.03,48.35,-144.8,17.67,8.937,301.4,-0.9292,-2.252,-6.494,1.957,-0.4035
4765,-11.04,48.33,-144.9,17.69,8.933,301.4,-0.9291,-2.258,-6.481,1.958,-0.4021
4768,-11.05,48.31,-144.9,17.71,8.929,301.5,-0.929,-2.264,-6.469,1.96,-0.4006
4771,-11.06,48.28,-145,17.73,8.925,301.6,-0.929,-2.271,-6.456,1.961,-0.399
4774,-11.07,48.26,-145.1,17.75,8.921,301.7,-0.9289,-2.277,-6.444,1.962,-0.3974
4777,-11.08,48.24,-145.1,17.77,8.917,301.8,-0.9289,-2.283,-6.431,1.963,-0.3957
4780,-11.09,48.21,-145.2,17.79,8.913,301.9,-0.9288,-2.289,-6.419,1.964,-0.3939
4783,-11.1,48.19,-145.3,17.81,8.909,302,-0.9287,-2.296,-6.406,1.965,-0.3922
4786,-11.11,48.17,-145.3,17.83,8.905,302.1,-0.9286,-2.302,-6.394,1.965,-0.3904
4789,-11.12,48.15,-145.4,17.85,8.901,302.2,-0.9285,-2.308,-6.382,1.966,-0.3885
4792,-11.12,48.12,-145.5,17.87,8.897,302.3,-0.9284,-2.315,-6.37,1.966,-0.3867
4795,-11.13,48.1,-145.5,17.89,8.894,302.4,-0.9283,-2.321,-6.358,1.966,-0.3849
4798,-11.14,48.08,-145.6,17.91,8.89,302.5,-0.9281,-2.327,-6.346,1.967,-0.3831
4801,-11.15,48.05,-145.6,17.93,8.886,302.6,-0.928,-2.333,-6.334,1.967,-0.3813
4804,-11.16,48.03,-145.7,17.95,8.882,302.7,-0.9278,-2.34,-6.323,1.966,-0.3796
4807,-11.17,48.01,-145.8,17.97,8.878,302.8,-0.9275,-2.346,-6.311,1.966,-0.3779
4810,-11.18,47.98,-145.8,17.99,8.875,302.9,-0.9273,-2.353,-6.3,1.966,-0.3762
4813,-11.19,47.96,-145.9,18.01,8.871,303,-0.927,-2.359,-6.288,1.966,-0.3746
4816,-11.2,47.93,-146,18.03,8.867,303.1,-0.9267,-2.365,-6.276,1.965,-0.3731
4819,-11.21,47.91,-146,18.05,8.863,303.2,-0.9264,-2.372,-6.265,1.965,-0.3717
4822,-11.22,47.89,-146.1,18.06,8.86,303.3,-0.926,-2.378,-6.254,1.964,-0.3702
4825,-11.23,47.86,-146.1,18.08,8.856,303.4,-0.9257,-2.384,-6.243,1.964,-0.3689
4828,-11.24,47.84,-146.2,18.1,8.852,303.5,-0.9253,-2.391,-6.233,1.963,-0.3676
4831,-11.25,47.82,-146.3,18.12,8.849,303.6,-0.9248,-2.397,-6.222,1.962,-0.3664
4834,-11.25,47.79,-146.3,18.14,8.845,303.6,-0.9244,-2.404,-6.212,1.961,-0.3653
4837,-11.26,47.77,-146.4,18.16,8.841,303.7,-0.9239,-2.41,-6.202,1.96,-0.3643
4840,-11.27,47.74,-146.5,18.18,8.838,303.8,-0.9233,-2.417,-6.192,1.96,-0.3634
4843,-11.28,47.72,-146.5,18.2,8.834,303.9,-0.9228,-2.424,-6.182,1.959,-0.3626
4846,-11.29,47.7,-146.6,18.22,8.83,304,-0.9222,-2.43,-6.173,1.958,-0.3618
4849,-11.3,47.67,-146.6,18.24,8.827,304.1,-0.9216,-2.437,-6.163,1.957,-0.3612
4852,-11.31,47.65,-146.7,18.26,8.823,304.2,-0.9209,-2.444,-6.154,1.956,-0.3607
4856,-11.32,47.62,-146.8,18.28,8.82,304.3,-0.9202,-2.451,-6.145,1.955,-0.3603
4859,-11.33,47.6,-146.8,18.3,8.816,304.4,-0.9195,-2.457,-6.137,1.954,-0.36
4862,-11.34,47.57,-146.9,18.32,8.812,304.5,-0.9188,-2.464,-6.128,1.953,-0.3598
4865,-11.35,47.55,-146.9,18.34,8.809,304.6,-0.918,-2.471,-6.12,1.952,-0.3598
4868,-11.36,47.52,-147,18.36,8.805,304.7,-0.9172,-2.478,-6.112,1.951,-0.3598
4871,-11.36,47.5,-147.1,18.38,8.802,304.8,-0.9163,-2.485,-6.104,1.95,-0.3599
4874,-11.37,47.47,-147.1,18.4,8.798,304.9,-0.9155,-2.492,-6.096,1.949,-0.3602
4877,-11.38,47.45,-147.2,18.42,8.794,305,-0.9146,-2.499,-6.089,1.949,-0.3605
4880,-11.39,47.42,-147.3,18.44,8.791,305.1,-0.9137,-2.506,-6.082,1.948,-0.3609
4883,-11.4,47.4,-147.3,18.46,8.787,305.2,-0.9127,-2.513,-6.075,1.947,-0.3615
4886,-11.41,47.37,-147.4,18.48,8.784,305.3,-0.9118,-2.52,-6.068,1.947,-0.3621
4889,-11.42,47.35,-147.4,18.49,8.78,305.4,-0.9108,-2.528,-6.061,1.946,-0.3629
4892,-11.43,47.32,-147.5,18.51,8.776,305.5,-0.9098,-2.535,-6.055,1.946,-0.3638
4895,-11.44,47.3,-147.6,18.53,8.773,305.6,-0.9088,-2.542,-6.049,1.945,-0.3648
4898,-11.45,47.27,-147.6,18.55,8.769,305.6,-0.9077,-2.55,-6.043,1.945,-0.3659
4901,-11.46,47.25,-147.7,18.57,8.765,305.7,-0.9067,-2.557,-6.037,1.945,-0.3672
4904,-11.47,47.22,-147.7,18.59,8.762,305.8,-0.9056,-2.564,-6.031,1.945,-0.3685
4907,-11.47,47.2,-147.8,18.61,8.758,305.9,-0.9045,-2.572,-6.026,1.945,-0.37
4910,-11.48,47.17,-147.9,18.63,8.754,306,-0.9034,-2.579,-6.021,1.945,-0.3715
4914,-11.49,47.14,-147.9,18.65,8.75,306.1,-0.9023,-2.587,-6.016,1.945,-0.3732
4917,-11.5,47.12,-148,18.67,8.747,306.2,-0.9012,-2.595,-6.011,1.946,-0.375
4920,-11.51,47.09,-148,18.69,8.743,306.3,-0.9001,-2.602,-6.007,1.946,-0.3768
4923,-11.52,47.07,-148.1,18.71,8.739,306.4,-0.8989,-2.61,-6.004,1.947,-0.3789
4926,-11.53,47.04,-148.2,18.73,8.735,306.5,-0.8978,-2.618,-6,1.948,-0.381
4929,-11.54,47.01,-148.2,18.75,8.732,306.6,-0.8966,-2.626,-5.997,1.949,-0.3833
4932,-11.55,46.99,-148.3,18.77,8.728,306.7,-0.8954,-2.635,-5.993,1.95,-0.3857
4935,-11.56,46.96,-148.3,18.79,8.724,306.8,-0.8943,-2.643,-5.99,1.951,-0.3881
4938,-11.56,46.93,-148.4,18.81,8.72,306.9,-0.8931,-2.651,-5.988,1.953,-0.3907
4941,-11.57,46.91,-148.5,18.83,8.716,307,-0.8919,-2.659,-5.985,1.954,-0.3933
4944,-11.58,46.88,-148.5,18.85,8.712,307.1,-0.8907,-2.668,-5.983,1.956,-0.3961
4947,-11.59,46.85,-148.6,18.86,8.708,307.2,-0.8895,-2.676,-5.98,1.958,-0.399
4950,-11.6,46.83,-148.6,18.88,8.704,307.3,-0.8883,-2.684,-5.978,1.96,-0.402
4953,-11.61,46.8,-148.7,18.9,8.7,307.3,-0.8871,-2.693,-5.976,1.963,-0.4051
4956,-11.62,46.77,-148.8,18.92,8.696,307.4,-0.8858,-2.701,-5.974,1.965,-0.4083
4960,-11.63,46.75,-148.8,18.94,8.692,307.5,-0.8846,-2.71,-5.973,1.968,-0.4116
4963,-11.64,46.72,-148.9,18.96,8.688,307.6,-0.8833,-2.718,-5.971,1.971,-0.4151
4966,-11.64,46.69,-148.9,18.98,8.684,307.7,-0.882,-2.727,-5.97,1.974,-0.4186
4969,-11.65,46.66,-149,19,8.679,307.8,-0.8807,-2.736,-5.968,1.977,-0.4223
4972,-11.66,46.64,-149.1,19.02,8.675,307.9,-0.8794,-2.744,-5.967,1.98,-0.4261
4975,-11.67,46.61,-149.1,19.04,8.671,308,-0.8781,-2.753,-5.966,1.983,-0.4299
4978,-11.68,46.58,-149.2,19.06,8.667,308.1,-0.8767,-2.762,-5.965,1.987,-0.4339
4981,-11.69,46.55,-149.2,19.08,8.662,308.2,-0.8754,-2.77,-5.964,1.991,-0.438
4984,-11.7,46.53,-149.3,19.1,8.658,308.3,-0.874,-2.779,-5.963,1.995,-0.4422
4987,-11.71,46.5,-149.4,19.12,8.653,308.4,-0.8727,-2.788,-5.962,1.999,-0.4465
4990,-11.71,46.47,-149.4,19.14,8.649,308.5,-0.8713,-2.797,-5.961,2.003,-0.4508
4993,-11.72,46.44,-149.5,19.16,8.644,308.6,-0.8699,-2.806,-5.96,2.008,-0.4553
4997,-11.73,46.42,-149.5,19.18,8.64,308.7,-0.8685,-2.815,-5.959,2.013,-0.4598
5000,-11.74,46.39,-149.6,19.2,8.635,308.8,-0.8671,-2.824,-5.958,2.018,-0.4644
5003,-11.75,46.36,-149.7,19.22,8.631,308.9,-0.8658,-2.833,-5.958,2.023,-0.4691
5006,-11.76,46.33,-149.7,19.24,8.626,308.9,-0.8644,-2.842,-5.957,2.028,-0.4738
5009,-11.77,46.3,-149.8,19.26,8.621,309,-0.863,-2.85,-5.956,2.033,-0.4786
5012,-11.77,46.27,-149.8,19.28,8.616,309.1,-0.8616,-2.859,-5.955,2.039,-0.4835
5015,-11.78,46.24,-149.9,19.3,8.611,309.2,-0.8602,-2.868,-5.954,2.044,-0.4884
5018,-11.79,46.22,-149.9,19.32,8.606,309.3,-0.8588,-2.877,-5.953,2.05,-0.4933
5021,-11.8,46.19,-150,19.34,8.601,309.4,-0.8574,-2.886,-5.952,2.056,-0.4983
5024,-11.81,46.16,-150.1,19.37,8.596,309.5,-0.8561,-2.895,-5.951,2.063,-0.5034
5027,-11.82,46.13,-150.1,19.39,8.591,309.6,-0.8547,-2.904,-5.95,2.069,-0.5084
5031,-11.83,46.1,-150.2,19.41,8.586,309.7,-0.8533,-2.914,-5.949,2.075,-0.5135
5034,-11.83,46.07,-150.2,19.43,8.581,309.8,-0.852,-2.923,-5.948,2.082,-0.5187
5037,-11.84,46.04,-150.3,19.45,8.576,309.9,-0.8506,-2.932,-5.947,2.089,-0.5238
5040,-11.85,46.01,-150.4,19.47,8.571,310,-0.8493,-2.941,-5.946,2.096,-0.529
5043,-11.86,45.98,-150.4,19.49,8.565,310.1,-0.8479,-2.95,-5.945,2.103,-0.5341
5046,-11.87,45.95,-150.5,19.51,8.56,310.2,-0.8466,-2.959,-5.943,2.11,-0.5393
5049,-11.88,45.92,-150.5,19.53,8.555,310.3,-0.8453,-2.968,-5.942,2.117,-0.5445
5052,-11.89,45.89,-150.6,19.55,8.549,310.4,-0.844,-2.977,-5.94,2.125,-0.5496
5055,-11.89,45.86,-150.7,19.57,8.544,310.4,-0.8428,-2.986,-5.939,2.132,-0.5548
5058,-11.9,45.83,-150.7,19.6,8.538,310.5,-0.8415,-2.995,-5.937,2.14,-0.5599
5062,-11.91,45.8,-150.8,19.62,8.532,310.6,-0.8403,-3.004,-5.935,2.148,-0.565
5065,-11.92,45.77,-150.8,19.64,8.527,310.7,-0.839,-3.013,-5.933,2.156,-0.5701
5068,-11.93,45.74,-150.9,19.66,8.521,310.8,-0.8378,-3.022,-5.931,2.164,-0.5751
5071,-11.94,45.71,-151,19.68,8.515,310.9,-0.8366,-3.031,-5.929,2.172,-0.5801
5074,-11.94,45.68,-151,19.7,8.509,311,-0.8355,-3.04,-5.926,2.18,-0.585
5077,-11.95,45.65,-151.1,19.73,8.504,311.1,-0.8344,-3.049,-5.924,2.188,-0.5898
5080,-11.96,45.62,-151.1,19.75,8.498,311.2,-0.8333,-3.058,-5.921,2.196,-0.5946
5083,-11.97,45.59,-151.2,19.77,8.492,311.3,-0.8322,-3.067,-5.918,2.205,-0.5993
5086,-11.98,45.56,-151.3,19.79,8.486,311.4,-0.8311,-3.076,-5.915,2.213,-0.6039
5090,-11.99,45.53,-151.3,19.81,8.48,311.5,-0.8301,-3.085,-5.912,2.222,-0.6084
5093,-11.99,45.5,-151.4,19.84,8.473,311.6,-0.8292,-3.094,-5.908,2.23,-0.6128
5096,-12,45.47,-151.4,19.86,8.467,311.7,-0.8282,-3.103,-5.905,2.239,-0.6172
5099,-12.01,45.44,-151.5,19.88,8.461,311.8,-0.8273,-3.111,-5.901,2.247,-0.6214
5102,-12.02,45.41,-151.6,19.9,8.455,311.8,-0.8264,-3.12,-5.897,2.256,-0.6255
5105,-12.03,45.37,-151.6,19.93,8.449,311.9,-0.8256,-3.129,-5.893,2.265,-0.6295
5108,-12.04,45.34,-151.7,19.95,8.442,312,-0.8247,-3.138,-5.889,2.273,-0.6334
5111,-12.04,45.31,-151.7,19.97,8.436,312.1,-0.8239,-3.147,-5.885,2.282,-0.6372
5114,-12.05,45.28,-151.8,19.99,8.43,312.2,-0.8232,-3.155,-5.88,2.291,-0.6409
5118,-12.06,45.25,-151.8,20.02,8.423,312.3,-0.8225,-3.164,-5.876,2.299,-0.6445
5121,-12.07,45.22,-151.9,20.04,8.417,312.4,-0.8218,-3.173,-5.871,2.308,-0.6479
5124,-12.08,45.19,-152,20.06,8.41,312.5,-0.8211,-3.182,-5.866,2.317,-0.6513
5127,-12.08,45.15,-152,20.09,8.404,312.6,-0.8205,-3.19,-5.86,2.325,-0.6545
5130,-12.09,45.12,-152.1,20.11,8.397,312.7,-0.8198,-3.199,-5.855,2.334,-0.6576
5133,-12.1,45.09,-152.1,20.13,8.39,312.8,-0.8192,-3.207,-5.849,2.342,-0.6606
5136,-12.11,45.06,-152.2,20.16,8.384,312.9,-0.8187,-3.216,-5.844,2.351,-0.6636
5139,-12.12,45.03,-152.3,20.18,8.377,313,-0.8181,-3.225,-5.838,2.359,-0.6664
5143,-12.13,44.99,-152.3,20.2,8.371,313.1,-0.8176,-3.233,-5.832,2.368,-0.6691
5146,-12.13,44.96,-152.4,20.23,8.364,313.2,-0.8171,-3.242,-5.825,2.376,-0.6717
5149,-12.14,44.93,-152.4,20.25,8.357,313.3,-0.8166,-3.25,-5.819,2.384,-0.6742
5152,-12.15,44.9,-152.5,20.28,8.35,313.3,-0.8161,-3.259,-5.812,2.392,-0.6766
5155,-12.16,44.86,-152.5,20.3,8.344,313.4,-0.8156,-3.267,-5.805,2.4,-0.6789
5158,-12.17,44.83,-152.6,20.32,8.337,313.5,-0.8152,-3.275,-5.798,2.408,-0.6811
5161,-12.17,44.8,-152.7,20.35,8.33,313.6,-0.8147,-3.284,-5.791,2.416,-0.6832
5165,-12.18,44.76,-152.7,20.37,8.323,313.7,-0.8143,-3.292,-5.784,2.424,-0.6853
5168,-12.19,44.73,-152.8,20.4,8.316,313.8,-0.8139,-3.3,-5.776,2.431,-0.6872
5171,-12.2,44.7,-152.8,20.42,8.309,313.9,-0.8135,-3.309,-5.768,2.439,-0.689
5174,-12.21,44.67,-152.9,20.45,8.302,314,-0.8131,-3.317,-5.761,2.446,-0.6907
5177,-12.22,44.63,-153,20.47,8.296,314.1,-0.8127,-3.325,-5.752,2.453,-0.6924
5180,-12.22,44.6,-153,20.49,8.289,314.2,-0.8124,-3.333,-5.744,2.46,-0.6939
5183,-12.23,44.57,-153.1,20.52,8.282,314.3,-0.812,-3.341,-5.736,2.467,-0.6954
5187,-12.24,44.53,-153.1,20.54,8.275,314.4,-0.8117,-3.349,-5.728,2.474,-0.6967
5190,-12.25,44.5,-153.2,20.57,8.268,314.5,-0.8113,-3.358,-5.719,2.48,-0.698
5193,-12.26,44.47,-153.2,20.59,8.261,314.6,-0.811,-3.366,-5.71,2.487,-0.6992
5196,-12.26,44.43,-153.3,20.62,8.254,314.7,-0.8106,-3.374,-5.702,2.493,-0.7003
5199,-12.27,44.4,-153.4,20.64,8.247,314.8,-0.8103,-3.382,-5.693,2.499,-0.7014
5202,-12.28,44.36,-153.4,20.67,8.24,314.9,-0.8099,-3.39,-5.684,2.505,-0.7024
5205,-12.29,44.33,-153.5,20.69,8.233,314.9,-0.8096,-3.398,-5.674,2.511,-0.7033
5209,-12.3,44.3,-153.5,20.72,8.226,315,-0.8092,-3.406,-5.665,2.516,-0.7041
